GenePublicName,SequenceNameGene,SequenceNameTranscript,Db10,OP50,Ratio_Db10vsOP50,log2_Ratio_Db10vsOP50,Infection_upregulated,Infection_downregulated
B0205.11,B0205.11,B0205.11,"1,44844","0,783002","1,849855",0.887412190212,,
B0205.12,B0205.12,B0205.12,"1,75431","5,00477","0,350528",-1.512398404296,,1
B0205.13,B0205.13,B0205.13,"0,239464","0,095967","2,495274",1.319198243112,,
B0205.14,B0205.14,B0205.14,"0,136042","0,215069","0,63255",-0.660748572549,,
B0205.1,B0205.1,B0205.1a,"0,483925","0,32097","1,507695",0.592344607326,,
B0205.1,B0205.1,B0205.1b,"0,43813","0,298917","1,465725",0.551614449753,,
srz-85,B0205.2,B0205.2a,"0,002603",0,,,,
srz-85,B0205.2,B0205.2b,"0,002325",0,,,,
rpn-10,B0205.3,B0205.3.1,"1,78853","1,55073","1,153347",0.205826632559,,
rpn-10,B0205.3,B0205.3.2,"1,6903","1,60941","1,050261",0.070747896096,,
B0205.4,B0205.4,B0205.4,"0,009953","0,003548","2,804981",1.487990998535,1,
B0205.5,B0205.5,B0205.5,0,"0,083479",0,,,
B0205.6,B0205.6,B0205.6,"0,633991","0,392497","1,615276",0.691780697310,,
kin-3,B0205.7,B0205.7.1,"4,10047","4,46593","0,918167",-0.123171514059,,
kin-3,B0205.7,B0205.7.2,"4,44684","4,42019","1,006029",0.008671893168,,
B0205.8,B0205.8,B0205.8,"2,64886","2,20944","1,198883",0.261690871800,,
B0205.9,B0205.9,B0205.9,"0,482518","0,369804","1,304794",0.383822053050,,
B0207.1,B0207.1,B0207.1,"0,001053","0,001195","0,881289",-0.182312896972,,
B0207.10,B0207.10,B0207.10,"0,124134","0,427029","0,290692",-1.782436726609,,1
B0207.11,B0207.11,B0207.11,"0,001872",0,,,,
41730,B0207.12,B0207.12a,"0,062812","0,047282","1,328475",0.409771078626,,
41730,B0207.12,B0207.12b,"0,059529","0,043273","1,375682",0.460147017973,,
41730,B0207.12,B0207.12c,"0,06056","0,0346","1,750301",0.807603044267,,
B0207.2,B0207.2,B0207.2,"0,056962","0,057894","0,983908",-0.023404671751,,
gpa-14,B0207.3,B0207.3a,"0,006766","0,011539","0,586374",-0.770106959531,,
gpa-14,B0207.3,B0207.3b,"0,006231","0,012316","0,505894",-0.983092966281,,
air-2,B0207.4,B0207.4,"1,49191","1,14068","1,307913",0.387266578571,,
B0207.5,B0207.5,B0207.5,"0,000968","0,001319","0,733694",-0.446749607745,,
B0207.6,B0207.6,B0207.6,"0,890686","0,43801","2,033483",1.023952929862,,
B0207.7,B0207.7,B0207.7,0,"0,000612",0,,,
B0207.8,B0207.8,B0207.8,0,0,,,,
B0207.9,B0207.9,B0207.9,0,0,,,,
B0212.1,B0212.1,B0212.1,"0,006818","0,005792","1,177223",0.235387634328,,
sre-5,B0212.2,B0212.2,"0,003045","0,005943","0,512378",-0.964719562948,,
B0212.3,B0212.3,B0212.3,"0,125989","0,060006","2,099596",1.070111754145,,
B0212.4,B0212.4,B0212.4a,"0,114452","0,072623","1,575968",0.656238241197,,
B0212.4,B0212.4,B0212.4b,"0,11482","0,073106","1,570592",0.651308453691,,
B0212.4,B0212.4,B0212.4c,"0,125528","0,085763","1,463668",0.549588347972,,
osm-9,B0212.5,B0212.5,"0,043705","0,041471","1,053879",0.075709234982,,
B0212.6,B0212.6,B0212.6,"0,018143","0,007345","2,470052",1.304541414017,,
cyp-34A5,B0213.10,B0213.10,"0,007653","0,010948","0,699035",-0.516563403146,,
cyp-34A6,B0213.11,B0213.11,"0,023039","0,019452","1,184405",0.244162486020,,
cyp-34A7,B0213.12,B0213.12,"0,010943","0,001337","8,18258",3.032555802377,1,
cyp-34A8,B0213.14,B0213.14,"0,390328","0,208059","1,876045",0.907694433663,,
cyp-34A9,B0213.15,B0213.15a,"0,234302","0,453694","0,516432",-0.953349696855,,
cyp-34A9,B0213.15,B0213.15b,"0,232046","0,455943","0,508936",-0.974443849761,,
cyp-34A9,B0213.15,B0213.15c,"0,186758","0,519495","0,359499",-1.475940337288,,1
cyp-34A10,B0213.16,B0213.16,0,"0,022541",0,,,
nlp-34,B0213.17,B0213.17.1,"3,00326","11,9804","0,250681",-1.996075441534,,1
nlp-34,B0213.17,B0213.17.2,"2,63547","10,4626","0,251894",-1.989111336743,,1
nlp-27,B0213.2,B0213.2,"21,272","94,0393","0,226203",-2.144310031800,,1
nlp-28,B0213.3,B0213.3,"2,70649","7,17455","0,377235",-1.406464558896,,1
nlp-29,B0213.4,B0213.4,"4,32291","10,0979","0,4281",-1.223980259353,,
nlp-30,B0213.5,B0213.5,"0,334663","0,165873","2,017586",1.012630169974,,
nlp-31,B0213.6,B0213.6,"2,84238","4,53151","0,627248",-0.672892129324,,
str-83,B0213.7,B0213.7,0,0,,,,
str-82,B0213.8,B0213.8,0,0,,,,
str-247,B0213.9,B0213.9,0,0,,,,
B0218.1,B0218.1,B0218.1a.1,"1,00609","0,484341","2,077235",1.054664439175,,
B0218.1,B0218.1,B0218.1a.2,"1,15866","0,544476","2,128028",1.089517133544,,
B0218.1,B0218.1,B0218.1a.3,"1,15592","0,544906","2,12132",1.084962267069,,
B0218.1,B0218.1,B0218.1a.4,"1,1495","0,544433","2,111371",1.078180104423,,
B0218.1,B0218.1,B0218.1a.5,"1,15651","0,544934","2,122294",1.085624525697,,
B0218.1,B0218.1,B0218.1b.1,"1,26627","0,555342","2,280162",1.189136328028,,
B0218.1,B0218.1,B0218.1b.2,"1,26504","0,556046","2,275064",1.185907130447,,
B0218.1,B0218.1,B0218.1b.3,"1,25829","0,555571","2,264859",1.179421237321,,
B0218.2,B0218.2,B0218.2.1,"0,843359","0,323751","2,604962",1.381262327279,,
B0218.2,B0218.2,B0218.2.2,"0,838572","0,315077","2,661483",1.412230351199,1,
pmk-1,B0218.3,B0218.3,"0,318162","0,219965","1,446421",0.532487528922,,
B0218.5,B0218.5,B0218.5,0,"0,000863",0,,,
