#Table S9 from A validated gene regulatory network and GWAS identifies early regulators of T cell–associated diseases
# Contains all known SNPs at time of publication,,,,,
Link,Disease_Trait,Mapped_gene,Upstream_gene_id (Entrez),Downstream_gene_id (Entrez),p_Value
http://www.ncbi.nlm.nih.gov/pubmed/23455636,Age-related macular degeneration,HTRA1,,,4E-540
http://www.ncbi.nlm.nih.gov/pubmed/23455636,Age-related macular degeneration,CFB,,,4.00E-89
http://www.ncbi.nlm.nih.gov/pubmed/23455636,Age-related macular degeneration,FILIP1L,,,4.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23455636,Age-related macular degeneration,DDR1,8870,100616237,2.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,CD46,407025,947,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,INHBB,3625,2736,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,HTRA1,,,4.00E-24
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,RAB30,1333,100127960,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,TRPC4,100271551,400121,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,DAPK3,27231,693222,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,TOMM40,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,CD46,407025,947,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,INHBB,3625,2736,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,HTRA1,,,1.00E-25
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,TRPC4,100271551,400121,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,DAPK3,27231,693222,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,APOE,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22694956,Age-related macular degeneration,HTRA1,,,3.00E-72
http://www.ncbi.nlm.nih.gov/pubmed/21909106,Age-related macular degeneration,LOC389641,,,1.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/21909106,Age-related macular degeneration,C4orf14,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/21665990,Age-related macular degeneration,COL10A1,728402,1300,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20861866,Age-related macular degeneration,HTRA1,,,1.00E-60
http://www.ncbi.nlm.nih.gov/pubmed/20861866,Age-related macular degeneration,BF,,,5.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/20861866,Age-related macular degeneration,R102G,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20385819,Age-related macular degeneration,SYN3,,,1.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/20385819,Age-related macular degeneration,HTRA1,,,4.00E-60
http://www.ncbi.nlm.nih.gov/pubmed/20385819,Age-related macular degeneration,CFB,,,3.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/20385819,Age-related macular degeneration,CFB,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20385826,Age-related macular degeneration,C2,,,2.00E-20
http://www.ncbi.nlm.nih.gov/pubmed/20385826,Age-related macular degeneration,HTRA1,,,5.00E-119
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration,CFHR5,,,1.00E-31
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration,ATF6B,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23536807,Age-related macular degeneration,CFHR3,,,1.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23536807,Age-related macular degeneration,HTRA1,,,1.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23326517,Age-related macular degeneration,TOMM40,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21909106,Age-related macular degeneration,POLR2B,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration,KCNT2,,,1.00E-31
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration,STK19,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23536807,Age-related macular degeneration,CFHR1P,,,1.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/21909106,Age-related macular degeneration,IGFBP7,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23536807,Age-related macular degeneration,CFHR4,,,1.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23536807,Age-related macular degeneration,CFHR2,,,1.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23536807,Age-related macular degeneration,CFHR5,,,1.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23536807,Age-related macular degeneration,F13B,,,1.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23536807,Age-related macular degeneration,ASPM,,,1.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23536807,Age-related macular degeneration,ZBTB41,,,1.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (CNV vs. GA),ARMS2,,,7.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (CNV vs. GA),HTRA1,,,7.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (CNV),CFH,,,1.00E-108
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (CNV),CFB,,,1.00E-17
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (CNV),C3,,,1.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (CNV),CF1,81579,3426,6.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (CNV),C2,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (CNV),ARMS2,,,2.00E-138
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (CNV),HTRA1,,,2.00E-138
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (GA),CFH,,,5.00E-67
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (GA),ARMS2,,,7.00E-47
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (GA),C3,,,5.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (GA),CFB,,,2.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (GA),C2,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (GA),CFI,81579,3426,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (GA),SOD2,642738,6648,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (GA),MBP,4155,2587,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (GA),C80rf42,157695,157697,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22705344,Age-related macular degeneration (GA),HTRA1,,,7.00E-47
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (extreme sampling),ARMS2,,,3.00E-29
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (extreme sampling),CFH,,,9.00E-24
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (extreme sampling),RDBP,,,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (extreme sampling),HTRA1,,,3.00E-29
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (extreme sampling),CFHR4,,,9.00E-24
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (extreme sampling),CFB,,,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (extreme sampling),PLEKHA1,,,3.00E-29
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (extreme sampling),CFHR5,,,9.00E-24
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (extreme sampling),DKFZp779M0311,,,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (extreme sampling),BTBD16,,,3.00E-29
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (extreme sampling),KCNT2,,,9.00E-24
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (smoking status interaction),Intergenic,50834,134145,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (smoking status interaction),Intergenic,59336,84539,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23577725,Age-related macular degeneration (smoking status interaction),Intergenic,100271410,1005,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/17053108?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Age-related macular degeneration (wet),HTRA1,,,8.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23216389,Alcohol and nictotine co-dependence,HTR1A,389293,3350,1.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23216389,Alcohol and nictotine co-dependence,NA,389293,3350,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22488850,Alcohol and nictotine co-dependence,SIX3,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22488850,Alcohol and nictotine co-dependence,RGPD2,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22488850,Alcohol and nictotine co-dependence,SH3BP5,,,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22488850,Alcohol and nictotine co-dependence,HIVEP1,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22488850,Alcohol and nictotine co-dependence,PLEKHG1,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22488850,Alcohol and nictotine co-dependence,PKNOX2,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22488850,Alcohol and nictotine co-dependence,LOC339568,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22488850,Alcohol and nictotine co-dependence,KCND2,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23216389,Alcohol and nictotine co-dependence,IPO11,389293,3350,1.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/22488850,Alcohol and nictotine co-dependence,NR2C2,,,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22488850,Alcohol and nictotine co-dependence,ZFYVE20,,,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,ESRRG,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,PLCL1,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,Intergenic,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,SLC26A4,,,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,ADH1B,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,Intergenic,55745,122830,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,Intergenic,55544,10357,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,TLR1,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,Intergenic,100130624,4330,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,Intergenic,,,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,Intergenic,4781,340481,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,LMO1,,,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,Intergenic,100271089,392256,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,Intergenic,170552,284749,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,EXOC5,,,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23743675,Alcohol consumption,Intergenic,81793,7096,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21471458,Alcohol consumption,AUTS2,,,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/21270382,Alcohol consumption,C12orf51,,,9.00E-59
http://www.ncbi.nlm.nih.gov/pubmed/21270382,Alcohol consumption,MYL2,4633,23316,4.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/21270382,Alcohol consumption,CCDC63,,,1.00E-23
http://www.ncbi.nlm.nih.gov/pubmed/21270382,Alcohol consumption,OAS3,,,6.00E-17
http://www.ncbi.nlm.nih.gov/pubmed/21270382,Alcohol consumption,ALDH2,,,9.00E-59
http://www.ncbi.nlm.nih.gov/pubmed/21665994,Alcohol consumption (transferrin glycosylation),PGM1,5236,100131759,2.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/21665994,Alcohol consumption (transferrin glycosylation),TF,,,5.00E-43
http://www.ncbi.nlm.nih.gov/pubmed/21665994,Alcohol consumption (transferrin glycosylation),TF,,,1.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/21665994,Alcohol consumption (transferrin glycosylation),SRPRB,,,2.00E-17
http://www.ncbi.nlm.nih.gov/pubmed/21665994,Alcohol consumption (transferrin glycosylation),TF,,,1.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/21665994,Alcohol consumption (transferrin glycosylation),HFE,,,2.00E-32
http://www.ncbi.nlm.nih.gov/pubmed/23456092,Alcohol dependence,ADH5,,,3.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23455491,Alcohol dependence,NKAIN1,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22004471,Alcohol dependence,NR,55686,55825,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22004471,Alcohol dependence,GPD1L,645326,729211,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22004471,Alcohol dependence,NR,53407,4487,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22004471,Alcohol dependence,ADH1B,125,126,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22004471,Alcohol dependence,NR,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22004471,Alcohol dependence,NR,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21956439,Alcohol dependence,SH3BP5,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21956439,Alcohol dependence,PKNOX2,,,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21956439,Alcohol dependence,NXPH2,129560,359763,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21876473,Alcohol dependence,SYT17,162073,51760,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21703634,Alcohol dependence,KIAA0040,63923,9674,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21703634,Alcohol dependence,PKNOX2,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21314694,Alcohol dependence,C3orf31,100631261,100418921,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21314694,Alcohol dependence,ZNF124,100312805,729806,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21314694,Alcohol dependence,USP12,100873798,100129306,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20202923,Alcohol dependence,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/20201924,Alcohol dependence,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/19581569,Alcohol dependence,PECR,55686,55825,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/19581569,Alcohol dependence,CAST,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19581569,Alcohol dependence,PPP2R2B,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19581569,Alcohol dependence,ESR1,,,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19581569,Alcohol dependence,Intergenic,4293,22990,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19581569,Alcohol dependence,Intergenic,1183,4281,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23456092,Alcohol dependence,ADH4,,,3.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23455491,Alcohol dependence,SNRNP40,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22004471,Alcohol dependence,ADH1C,125,126,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/19581569,Alcohol dependence,ERAP1,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23456092,Alcohol dependence,ADH6,,,3.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23455491,Alcohol dependence,ZCCHC17,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23456092,Alcohol dependence,ADH1A,,,3.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23455491,Alcohol dependence,FABP3,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23456092,Alcohol dependence,ADH7,,,3.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23455491,Alcohol dependence,SERINC2,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23456092,Alcohol dependence,ADH1B,,,3.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23456092,Alcohol dependence,ADH1C,,,3.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (12-month weekly alcohol consumption),HIP1,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (12-month weekly alcohol consumption),Intergenic,403225,319121,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (alcohol dependence factor score),Intergenic,27249,100189494,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (alcohol dependence factor score),ANKS1,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (alcohol dependence factor score),Intergenic,392979,100533721,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (alcohol dependence factor score),MBNL2,,,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (alcohol dependence factor score),Intergenic,55784,7026,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (alcohol dependence factor score),Intergenic,1291,100874510,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (alcohol use disorder factor score),Intergenic,27249,100189494,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (alcohol use disorder factor score),Intergenic,8646,2049,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (alcohol use disorder factor score),Intergenic,285634,5734,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (alcohol use disorder factor score),ANKS1,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (alcohol use disorder factor score),MBNL2,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (alcohol use disorder factor score),DCC,,,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (heaviness of drinking),Intergenic,10100,4803,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (heaviness of drinking),Intergenic,27031,66000,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (heaviness of drinking),Intergenic,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (heaviness of drinking),Intergenic,10912,100422963,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (heaviness of drinking),Intergenic,387496,2971,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (heaviness of drinking),Intergenic,80821,100271596,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (heaviness of drinking),C15orf32,,,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21529783,Alcoholism (heaviness of drinking),Intergenic,54143,254664,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23921680,Allergic dermatitis (nickel),NTN4,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23921680,Allergic dermatitis (nickel),PELI1,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,Allergic rhinitis,C11orf30,56946,2615,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22036096,Allergic rhinitis,TMEM232,91137,85480,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22036096,Allergic rhinitis,ENTPD6,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,Allergic rhinitis,SEMA6A,644146,6219,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,Allergic rhinitis,CLEC16A,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,Allergic rhinitis,PPM1A,652974,5494,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,Allergic rhinitis,GLI3,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,Allergic rhinitis,CROCC,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,Allergic rhinitis,TSLP,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,Allergic rhinitis,LRRC32,56946,2615,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22036096,Allergic rhinitis,SLCA25A46,91137,85480,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22036096,Allergic rhinitis,DHRS7,652974,5494,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,C11orf30,56946,2615,1.00E-18
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,STAT6,,,1.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,SLC25A46,91137,85480,5.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,HLA-DQB1,3117,3119,2.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,IL1RL1,,,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,TLR1,7096,10333,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,LPP,,,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,MYC,100302185,100302161,5.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,IL2,132612,3558,6.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,HLA-B,267015,100507436,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,ANAPC1,100270999,100616165,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,COL21A1,81578,442221,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,LRRC32,56946,2615,1.00E-18
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,TSLP,91137,85480,5.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,IL18R1,,,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,TLR6,7096,10333,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,BCL6,,,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,PVT1,100302185,100302161,5.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,ADAD1,132612,3558,6.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,MICA,267015,100507436,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,WDR36,91137,85480,5.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,IL18RAP,,,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,TLR10,7096,10333,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,KIAA1109,132612,3558,6.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,HLA-C,267015,100507436,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,CAMK4,91137,85480,5.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,MIR574,7096,10333,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,IL21,132612,3558,6.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,MICB,267015,100507436,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23817571,Allergic sensitization,FAM114A1,7096,10333,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/22027810,Alopecia areata,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/20596022,Alopecia areata,CTLA4,344462,1493,4.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/20596022,Alopecia areata,IL2,3558,59067,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20596022,Alopecia areata,ULBP3,353094,5246,4.00E-19
http://www.ncbi.nlm.nih.gov/pubmed/20596022,Alopecia areata,STX17,,,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20596022,Alopecia areata,IL2RA,,,2.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/20596022,Alopecia areata,PRDX5,25824,283234,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20596022,Alopecia areata,IKZF4,6821,64375,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20596022,Alopecia areata,HLA-DQA2,404026,3118,1.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/20596022,Alopecia areata,ICOS,344462,1493,4.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/20596022,Alopecia areata,IL21,3558,59067,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20596022,Alopecia areata,ULBP6,353094,5246,4.00E-19
